post_id,post_url,post_date,post_type,caption,like_count,comment_count,view_count,hashtag_list,mention_list,scraped_at,batch_number,caption_word_count,is_valid_caption,filter_reason,clean_caption
3865495097408832475,https://www.instagram.com/p/DWk_0-SEUPb/,2026-04-01T05:57:58.000Z,Video,"Apa yang dimulai sebagai aroma, kini bergerak dalam ritme.
Dari Rumah Atsiri, ke Jakarta. 

#ExperienceTheEssence #AtsiriShop",301,2,3706,ExperienceTheEssence|AtsiriShop,,2026-06-01T08:20:33+00:00,,16,true,,"Apa yang dimulai sebagai aroma, kini bergerak dalam ritme. Dari Rumah Atsiri, ke Jakarta. #ExperienceTheEssence #AtsiriShop"
3875797673715039694,https://www.instagram.com/p/DXJmXMLEf3O/,2026-04-15T11:05:08.000Z,Sidecar,"Your style says a lot about you. Shouldn't your fragrance do the same?

At our DIY Fragrance Bar, you create one that feels like you. Here's a little guide to help you find where to start.

What is your personal style? #ExperienceTheEssence #AtsiriShop",277,2,,ExperienceTheEssence|AtsiriShop,,2026-06-01T08:20:33+00:00,,43,true,,"Your style says a lot about you. Shouldn't your fragrance do the same? At our DIY Fragrance Bar, you create one that feels like you. Here's a little guide to help you find where to start. What is your personal style? #ExperienceTheEssence #AtsiriShop"
3868545613424576647,https://www.instagram.com/p/DWv1b0tkUiH/,2026-04-05T10:56:42.000Z,Image,"A little peek at what's sitting on our Social Media team's table. Can you spot your favorite? 

#ExperienceTheEssence #AtsiriShop",-1,1,,ExperienceTheEssence|AtsiriShop,,2026-06-01T08:20:33+00:00,,19,true,,A little peek at what's sitting on our Social Media team's table. Can you spot your favorite? #ExperienceTheEssence #AtsiriShop
3890289862221479520,https://www.instagram.com/p/DX9FgSfA75g/,2026-05-05T10:58:36.000Z,Image,"Dulu, kayu manis dianggap rempah “kelas bangsawan” di Eropa karena nilainya yang sangat tinggi. Selain, wanginya hangat, manis, dan penuh karakter, aroma minyak kayu manis mendukung fungsi metabolik, merangsang nafsu makan, dan memberi efek hangat. 

Seperti apa, sih, aroma kayu manis dalam bentuk minyak atsiri? Kamu bisa hirup sampelnya di @atsirishop atau langsung check-out saja di marketplace Rumah Atsiri.

#RumahAtsiri #AtsiriShop #ExperienceTheEssence",-1,0,,RumahAtsiri|AtsiriShop|ExperienceTheEssence,atsirishop,2026-06-01T08:20:33+00:00,,62,true,,"Dulu, kayu manis dianggap rempah “kelas bangsawan” di Eropa karena nilainya yang sangat tinggi. Selain, wanginya hangat, manis, dan penuh karakter, aroma minyak kayu manis mendukung fungsi metabolik, merangsang nafsu makan, dan memberi efek hangat. Seperti apa, sih, aroma kayu manis dalam bentuk minyak atsiri? Kamu bisa hirup sampelnya di @atsirishop atau langsung check-out saja di marketplace Rumah Atsiri. #RumahAtsiri #AtsiriShop #ExperienceTheEssence"
3875088841959596875,https://www.instagram.com/p/DXHFMVKFONL/,2026-04-14T11:36:49.000Z,Sidecar,Sundown Service at Atsiri Glamping is a gentle ritual to prepare your evening. A restful night begins long before you fall asleep. #AtsiriGlamping #RumahAtsiri #ExperienceTheEssence,78,1,,AtsiriGlamping|RumahAtsiri|ExperienceTheEssence,,2026-06-01T08:20:33+00:00,,25,true,,Sundown Service at Atsiri Glamping is a gentle ritual to prepare your evening. A restful night begins long before you fall asleep. #AtsiriGlamping #RumahAtsiri #ExperienceTheEssence
3880894344974089729,https://www.instagram.com/p/DXbtNhLAL4B/,2026-04-22T12:03:08.000Z,Video,"Siapa yang pertama kali menyapa Aromates saat berkunjung ke Rumah Atsiri? 

Inilah Tim Ticketing yang senyumnya selalu terkembang di bibir. Ternyata pekerjaannya tidak hanya duduk dan mencetak resi, Tim Ticketing sudah harus menyiapkan area kerja agar rapi dan indah dilihat Aromates sejak pagi. Sepanjang hari, tim ini dengan ramah terus menyapa, memberi informasi, dan mencatat. Melelahkah, tetapi juga menyenangkan!

#RumahAtsiri #ExperienceTheEssence",315,0,3341,RumahAtsiri|ExperienceTheEssence,,2026-06-01T08:20:33+00:00,,61,true,,"Siapa yang pertama kali menyapa Aromates saat berkunjung ke Rumah Atsiri? Inilah Tim Ticketing yang senyumnya selalu terkembang di bibir. Ternyata pekerjaannya tidak hanya duduk dan mencetak resi, Tim Ticketing sudah harus menyiapkan area kerja agar rapi dan indah dilihat Aromates sejak pagi. Sepanjang hari, tim ini dengan ramah terus menyapa, memberi informasi, dan mencatat. Melelahkah, tetapi juga menyenangkan! #RumahAtsiri #ExperienceTheEssence"
3893176426844673769,https://www.instagram.com/p/DYHV1VSAFbp/,2026-05-09T10:34:17.000Z,Video,"Setiap treatment di Rumah Atsiri selalu ditutup dengan herbal drink hangat agar tubuh rileks dan sistem pencernaan kembali tenang, apalagi setelah sesi yang cukup intens.

Sudah coba ritual after-treatment ini?

#AtsiriGlamping #RumahAtsiri #ExperienceTheEssence",135,0,1253,AtsiriGlamping|RumahAtsiri|ExperienceTheEssence,,2026-06-01T08:20:33+00:00,,33,true,,"Setiap treatment di Rumah Atsiri selalu ditutup dengan herbal drink hangat agar tubuh rileks dan sistem pencernaan kembali tenang, apalagi setelah sesi yang cukup intens. Sudah coba ritual after-treatment ini? #AtsiriGlamping #RumahAtsiri #ExperienceTheEssence"
3852596632198748422,https://www.instagram.com/p/DV3LDmdEpkG/,2026-03-14T10:48:49.000Z,Sidecar,"Experience a slower rhythm at Atsiri Glamping this year. Rest deeply, restore balance through curated wellness activities, or explore the cultural journey that connects Atsiri Glamping with Atsiri Jawa.

Each stay invites a different pace of rest, nature, and discovery. 

For more information & reservation, reach us on WhatsApp at +62 812 29991123.

#AtsiriGlamping
#RumahAtsiri
#ExperienceTheEssence",1696,2,,AtsiriGlamping|RumahAtsiri|ExperienceTheEssence,,2026-06-01T08:20:33+00:00,,55,true,,"Experience a slower rhythm at Atsiri Glamping this year. Rest deeply, restore balance through curated wellness activities, or explore the cultural journey that connects Atsiri Glamping with Atsiri Jawa. Each stay invites a different pace of rest, nature, and discovery. For more information & reservation, reach us on WhatsApp at +62 812 29991123. #AtsiriGlamping #RumahAtsiri #ExperienceTheEssence"
3867080466884474548,https://www.instagram.com/p/DWqoTIqgDa0/,2026-04-03T10:25:40.000Z,Image,"Di tepi kolam, udara masih segar dan matahari belum meninggi. Tubuh bergerak mengikuti napas, mengikuti hening yang hanya bisa dirasakan, tidak diucapkan. Sebuah cara untuk kembali kepada diri sendiri, sebelum hari yang panjang dimulai.

Sunday Morning Yoga di Rumah Atsiri, setiap Minggu pagi. 

#ExperienceTheEssence #RumahAtsiri",184,2,,ExperienceTheEssence|RumahAtsiri,,2026-06-01T08:20:33+00:00,,45,true,,"Di tepi kolam, udara masih segar dan matahari belum meninggi. Tubuh bergerak mengikuti napas, mengikuti hening yang hanya bisa dirasakan, tidak diucapkan. Sebuah cara untuk kembali kepada diri sendiri, sebelum hari yang panjang dimulai. Sunday Morning Yoga di Rumah Atsiri, setiap Minggu pagi. #ExperienceTheEssence #RumahAtsiri"
3871445635816926022,https://www.instagram.com/p/DW6I0tCGqtG/,2026-04-09T10:58:25.000Z,Sidecar,"Di balik kelopaknya yang putih bersih, tersimpan cerita yang panjang.

Hedychium coronarium, yang akrab disebut gandasuli atau bunga kupu-kupu, bukan sekadar penghias taman. Aromanya yang harum telah dikenal sebagai bahan dasar minyak atsiri berkualitas tinggi, sementara rimpangnya digunakan untuk meredakan demam, sakit kepala, dan gangguan pencernaan. Dalam filosofi Jawa, gandasuli melambangkan keseimbangan antara keteguhan dan kelembutan. Sebuah pengingat bahwa kekuatan sejati tidak selalu harus lantang, tetapi bisa hadir dalam keheningan yang harum.

Di Rumah Atsiri, gandasuli tumbuh dengan tenang. Menyimpan aroma, menebar khasiat, dan terus mengajarkan bahwa keindahan sejati adalah yang memberi manfaat bagi sekitarnya.
#ExperienceTheEssence #RumahAtsiri",255,2,,ExperienceTheEssence|RumahAtsiri,,2026-06-01T08:20:33+00:00,,97,true,,"Di balik kelopaknya yang putih bersih, tersimpan cerita yang panjang. Hedychium coronarium, yang akrab disebut gandasuli atau bunga kupu-kupu, bukan sekadar penghias taman. Aromanya yang harum telah dikenal sebagai bahan dasar minyak atsiri berkualitas tinggi, sementara rimpangnya digunakan untuk meredakan demam, sakit kepala, dan gangguan pencernaan. Dalam filosofi Jawa, gandasuli melambangkan keseimbangan antara keteguhan dan kelembutan. Sebuah pengingat bahwa kekuatan sejati tidak selalu harus lantang, tetapi bisa hadir dalam keheningan yang harum. Di Rumah Atsiri, gandasuli tumbuh dengan tenang. Menyimpan aroma, menebar khasiat, dan terus mengajarkan bahwa keindahan sejati adalah yang memberi manfaat bagi sekitarnya. #ExperienceTheEssence #RumahAtsiri"
3896928174186090230,https://www.instagram.com/p/DYUq4cRks72/,2026-05-14T14:47:40.000Z,Sidecar,"Where the music isn’t just played, but it’s part of the story. They kept it close, personal, a little wild in the best way 🪩

So grateful to be part of it! 

Organized by @lembaranbaru.idn 
Wedding Stylist @valedgina 
Venue @rumahatsiri
Catering @rumahatsiri 
MUA @johanagunawan 
Attire @one_off_twos 
Visual @terralogical 
Video @errybw 
WCC @flawsomewedding 
Decoration @decorke.hanabira 
Entertainment @simfoni.entertainment 
Caricature @omah_karikatur 
Wedding Cake @cake_and_story

Visit www.lembaranbaru.co.id for more inspirations or click our linktr.ee/Lembaranbaruindonesia to reach us 🍻☘️

#weddingorganizer #bali #semarang #jakarta #salatiga",542,11,,weddingorganizer|bali|semarang|jakarta|salatiga,lembaranbaru.idn|valedgina|rumahatsiri|johanagunawan|one_off_twos|terralogical|errybw|flawsomewedding|decorke.hanabira|simfoni.entertainment|omah_karikatur|cake_and_story,2026-06-01T08:20:33+00:00,,90,true,,"Where the music isn’t just played, but it’s part of the story. They kept it close, personal, a little wild in the best way 🪩 So grateful to be part of it! Organized by @lembaranbaru.idn Wedding Stylist @valedgina Venue @rumahatsiri Catering @rumahatsiri MUA @johanagunawan Attire @one_off_twos Visual @terralogical Video @errybw WCC @flawsomewedding Decoration @decorke.hanabira Entertainment @simfoni.entertainment Caricature @omah_karikatur Wedding Cake @cake_and_story Visit www.lembaranbaru.co.id for more inspirations or click our linktr.ee/Lembaranbaruindonesia to reach us 🍻☘️ #weddingorganizer #bali #semarang #jakarta #salatiga"
3880104772883235124,https://www.instagram.com/p/DXY5ru3AME0/,2026-04-21T10:07:30.000Z,Video,"Merayakan Kartini masa kini lewat cerita-cerita sederhana yang penuh makna. Siapa perempuan yang menginspirasimu hari ini?
#ExperienceTheEssence #RumahAtsiri",190,2,1900,ExperienceTheEssence|RumahAtsiri,,2026-06-01T08:20:33+00:00,,18,true,,Merayakan Kartini masa kini lewat cerita-cerita sederhana yang penuh makna. Siapa perempuan yang menginspirasimu hari ini? #ExperienceTheEssence #RumahAtsiri
3870012266465279054,https://www.instagram.com/p/DW1C6bzETxO/,2026-04-07T11:30:34.000Z,Sidecar,"Raw moments from the grand opening of ATSIRI PIM 5, and what a day it was! It began with a contemporary dance performance by @sekartriks that moved as gracefully as the scents we create, visits from our media friends & loved ones, and ended with DJ sets by @arifkomzta @ffikriawan @henryfoundation. 

Thank you to everyone who explored, supported and celebrated us. 🌹

#ExperienceTheEssence #AtsiriShop",505,7,,ExperienceTheEssence|AtsiriShop,sekartriks|arifkomzta|ffikriawan|henryfoundation.,2026-06-01T08:20:33+00:00,,62,true,,"Raw moments from the grand opening of ATSIRI PIM 5, and what a day it was! It began with a contemporary dance performance by @sekartriks that moved as gracefully as the scents we create, visits from our media friends & loved ones, and ended with DJ sets by @arifkomzta @ffikriawan @henryfoundation. Thank you to everyone who explored, supported and celebrated us. 🌹 #ExperienceTheEssence #AtsiriShop"
3882321855630717282,https://www.instagram.com/p/DXgxyiEmrFi/,2026-04-24T11:07:31.000Z,Sidecar,"Sebuah logo tidak selalu hanya tentang tanda. Kadang, ia adalah pintu untuk melihat ke belakang, ke tempat cerita itu mulai ditulis.

Dalam jurnal ANDHARUPA (2022), Aromates sekaligus peneliti dari Universitas Gadjah Mada, Ainun Majid, menuliskan sebuah kajian berjudul Pemaknaan Logo Rumah Atsiri Indonesia dalam Diskursus Konservasi Arsitektural. Karya Ainun mengajak untuk melihat logo Rumah Atsiri dengan cara yang berbeda. Geser untuk membaca lebih lengkap, ya.

#ExperienceTheEssence #RumahAtsiri",480,8,,ExperienceTheEssence|RumahAtsiri,,2026-06-01T08:20:33+00:00,,67,true,,"Sebuah logo tidak selalu hanya tentang tanda. Kadang, ia adalah pintu untuk melihat ke belakang, ke tempat cerita itu mulai ditulis. Dalam jurnal ANDHARUPA (2022), Aromates sekaligus peneliti dari Universitas Gadjah Mada, Ainun Majid, menuliskan sebuah kajian berjudul Pemaknaan Logo Rumah Atsiri Indonesia dalam Diskursus Konservasi Arsitektural. Karya Ainun mengajak untuk melihat logo Rumah Atsiri dengan cara yang berbeda. Geser untuk membaca lebih lengkap, ya. #ExperienceTheEssence #RumahAtsiri"
3887425738593988204,https://www.instagram.com/p/DXy6Rzfmu5s/,2026-05-01T12:08:02.000Z,Sidecar,"Mei tiba, membawa udara yang mulai hangat dan hari-hari yang terasa lebih panjang. Di Rumah Atsiri, bulan ini diisi dengan kegiatan-kegiatan kecil yang mengajak untuk bergerak perlahan, bernapas lebih dalam, dan menikmati waktu dengan cara yang berbeda.

#ExperienceTheEssence #RumahAtsiri",354,3,,ExperienceTheEssence|RumahAtsiri,,2026-06-01T08:20:33+00:00,,39,true,,"Mei tiba, membawa udara yang mulai hangat dan hari-hari yang terasa lebih panjang. Di Rumah Atsiri, bulan ini diisi dengan kegiatan-kegiatan kecil yang mengajak untuk bergerak perlahan, bernapas lebih dalam, dan menikmati waktu dengan cara yang berbeda. #ExperienceTheEssence #RumahAtsiri"
3878687010128067812,https://www.instagram.com/p/DXT3UkZmvzk/,2026-04-19T10:45:44.000Z,Sidecar,"Bukan sekadar kumpulan daun kering atau hiasan di atas kertas. Herbarium adalah cara untuk mengabadikan alam dalam lembar waktu. Setiap batang dan kelopak yang ditekan perlahan menyimpan cerita tentang tempat dan musim saat ia dipetik. Ada teknik di baliknya, seperti mengeringkan, menyusun, mengarsipkan, mendokumentasikan kehadiran.

Di Rumah Atsiri, herbarium menjadi pengingat bahwa tanaman tidak hanya tumbuh dan layu. Ia bisa terus berbicara, bahkan setelah waktu mengambil warnanya.
#ExperienceTheEssence #RumahAtsiri",375,5,,ExperienceTheEssence|RumahAtsiri,,2026-06-01T08:20:33+00:00,,69,true,,"Bukan sekadar kumpulan daun kering atau hiasan di atas kertas. Herbarium adalah cara untuk mengabadikan alam dalam lembar waktu. Setiap batang dan kelopak yang ditekan perlahan menyimpan cerita tentang tempat dan musim saat ia dipetik. Ada teknik di baliknya, seperti mengeringkan, menyusun, mengarsipkan, mendokumentasikan kehadiran. Di Rumah Atsiri, herbarium menjadi pengingat bahwa tanaman tidak hanya tumbuh dan layu. Ia bisa terus berbicara, bahkan setelah waktu mengambil warnanya. #ExperienceTheEssence #RumahAtsiri"
3861246064528607807,https://www.instagram.com/p/DWV5taCmko_/,2026-03-26T09:13:41.000Z,Sidecar,"Sebuah perjalanan yang merangkai tiga cerita dalam satu hari: aroma yang menenangkan, sejarah yang bergema, dan jejak musik yang mengalir. Open Trip dari Lokananta ke Rumah Atsiri kini hadir setiap Sabtu. 

Dua pilihan paket tersedia:

Paket A — Half-Day Trip
Rp 450.000 per orang
Perjalanan singkat yang memadukan keharuman taman, pesona museum, dan santap siang di Atsiri Resto, sebelum menutup hari dengan tur di Lokananta.

Paket B — Full-Day Trip
Rp 550.000 per orang
Pengalaman utuh yang diawali dari Atsiri Jawa, dilanjutkan ke Rumah Atsiri, dan diakhiri dengan tur serta makan malam di kawasan Lokananta. Termasuk lokakarya Sonjo Kadang yang memperkaya perjalanan.

Keduanya sudah mencakup transportasi pulang-pergi, tiket tur, dan makan sesuai jadwal. 
Tempat terbatas. Reservasi di galerilokananta-online.globaltix.com 
Info lebih lanjut hubungi +62-823-2918-9598 (Galeri Lokananta)

#ExperienceTheEssence #RumahAtsiri #Lokananta #OpenTrip",6597,41,,ExperienceTheEssence|RumahAtsiri|Lokananta|OpenTrip,,2026-06-01T08:20:33+00:00,,132,true,,"Sebuah perjalanan yang merangkai tiga cerita dalam satu hari: aroma yang menenangkan, sejarah yang bergema, dan jejak musik yang mengalir. Open Trip dari Lokananta ke Rumah Atsiri kini hadir setiap Sabtu. Dua pilihan paket tersedia: Paket A — Half-Day Trip Rp 450.000 per orang Perjalanan singkat yang memadukan keharuman taman, pesona museum, dan santap siang di Atsiri Resto, sebelum menutup hari dengan tur di Lokananta. Paket B — Full-Day Trip Rp 550.000 per orang Pengalaman utuh yang diawali dari Atsiri Jawa, dilanjutkan ke Rumah Atsiri, dan diakhiri dengan tur serta makan malam di kawasan Lokananta. Termasuk lokakarya Sonjo Kadang yang memperkaya perjalanan. Keduanya sudah mencakup transportasi pulang-pergi, tiket tur, dan makan sesuai jadwal. Tempat terbatas. Reservasi di galerilokananta-online.globaltix.com Info lebih lanjut hubungi +62-823-2918-9598 (Galeri Lokananta) #ExperienceTheEssence #RumahAtsiri #Lokananta #OpenTrip"
3894700157913665317,https://www.instagram.com/p/DYMwSibGg8l/,2026-05-11T13:01:00.000Z,Sidecar,"Ruang yang tenang, hidangan yang diracik dengan perhatian, dan aroma yang menemani setiap percakapan.

Rumah Atsiri membuka pintu untuk kolektif, kawan, atau komunitas yang ingin berkumpul dengan cara yang berbeda. Bukan sekadar acara, tetapi pengalaman yang dirancang untuk dirasakan bersama.
Tempat terbatas. Privasi terjaga. Setiap detail disesuaikan dengan kebutuhan.

Untuk informasi dan reservasi, hubungi +62 822-2332-9600.
#ExperienceTheEssence #RumahAtsiri",290,0,,ExperienceTheEssence|RumahAtsiri,,2026-06-01T08:20:33+00:00,,59,true,,"Ruang yang tenang, hidangan yang diracik dengan perhatian, dan aroma yang menemani setiap percakapan. Rumah Atsiri membuka pintu untuk kolektif, kawan, atau komunitas yang ingin berkumpul dengan cara yang berbeda. Bukan sekadar acara, tetapi pengalaman yang dirancang untuk dirasakan bersama. Tempat terbatas. Privasi terjaga. Setiap detail disesuaikan dengan kebutuhan. Untuk informasi dan reservasi, hubungi +62 822-2332-9600. #ExperienceTheEssence #RumahAtsiri"
3888841499719943029,https://www.instagram.com/p/DX38L1ymsN1/,2026-05-03T11:00:54.000Z,Sidecar,Ada cerita di setiap teguk dan memori di setiap kursi yang kita duduki. Ada pula kisah yang bermula di Rumah Atsiri. #ExperienceTheEssence #RumahAtsiri,243,0,,ExperienceTheEssence|RumahAtsiri,,2026-06-01T08:20:33+00:00,,23,true,,Ada cerita di setiap teguk dan memori di setiap kursi yang kita duduki. Ada pula kisah yang bermula di Rumah Atsiri. #ExperienceTheEssence #RumahAtsiri
